movie_id,director
105254,"Ingmar Bergman"
51205,"Jean-Luc Godard"
47723,"Ingmar Bergman"
97707,"Werner Herzog"
37311,"Raoul Walsh"
88269,"Yasujirō Ozu"
96935,"Henry Koster"
191703,"Rainer Werner Fassbinder"
96161,"Lloyd Bacon"
38404,"William Beaudine"
110468,"William Beaudine"
242631,"Gordon Douglas"
75510,"William A. Wellman"
249969,"Lloyd Bacon"
182950,"William Beaudine"
193459,"William Beaudine"
185289,"William Beaudine"
185273,"William Beaudine"
187516,"William Beaudine"
156603,"William Beaudine"
180819,"William Beaudine"
252916,"William Beaudine"
115706,"William Beaudine"
116160,"William Beaudine"
116190,"William Beaudine"
193435,"William Beaudine"
178569,"William Beaudine"
96186,"Georges Méliès"
227077,"Michael Curtiz"
53421,"Charlie Chaplin"
135335,"Yasujirō Ozu"
153169,"W.S. Van Dyke"
197175,"Rainer Werner Fassbinder"
122270,"Rainer Werner Fassbinder"
182899,"Richard Thorpe"
183827,"Richard Thorpe"
255733,"Frank Capra"
112558,"John Frankenheimer"
22892,"Charlie Chaplin"
41628,"Albert Pyun"
71772,"Henry Hathaway"
61002,"J. Lee Thompson"
99592,"J. Lee Thompson"
11767,"J. Lee Thompson"
164479,"Henry Hathaway"
267935,"Steven Spielberg"
46095,"Robert Wise"
213570,"Robert Wise"
43394,"Robert Wise"
62006,"Robert Wise"
68977,"Robert Wise"
115386,"Robert Wise"
339397,"Woody Allen"
94659,"Yasujirō Ozu"
117472,"Yasujirō Ozu"
44688,"Joseph Sargent"
266541,"Edward F. Cline"
94811,"Lloyd Bacon"
55035,"Claude Chabrol"
130134,"William A. Wellman"
262260,"Roy Del Ruth"
363676,"Clint Eastwood"
330070,"Takashi Miike"
43035,"George Cukor"
184799,"Sidney Lumet"
149320,"Sidney Lumet"
57666,"Sidney Lumet"
183889,"Sidney Lumet"
177474,"Sidney Lumet"
43701,"Michael Apted"
85483,"Steven Spielberg"
110669,"Henry Koster"
44328,"Georges Méliès"
113629,"Jean-Luc Godard"
3479,"Claude Chabrol"
97584,"Richard Thorpe"
79964,"Lloyd Bacon"
68972,"Claude Chabrol"
42782,"Henry Hathaway"
97784,"Roger Corman"
142918,"Yasujirō Ozu"
418772,"Woody Allen"
292510,"Michael Curtiz"
114108,"Georges Méliès"
187790,"Roger Corman"
360029,"Werner Herzog"
56143,"John Ford"
57664,"Henry Hathaway"
4462,"Henry Hathaway"
164504,"Henry Hathaway"
43380,"Henry Hathaway"
42885,"Anthony Mann"
30614,"Anthony Mann"
324013,"Robert Altman"
53598,"Edward F. Cline"
29066,"Roger Corman"
198176,"Mervyn LeRoy"
217763,"Mervyn LeRoy"
114145,"Georges Méliès"
43319,"King Vidor"
51374,"Buster Keaton"
45515,"Claude Chabrol"
36140,"Jean-Luc Godard"
295891,"Spike Lee"
173631,"Rainer Werner Fassbinder"
154718,"Rainer Werner Fassbinder"
48133,"Alfred Hitchcock"
40577,"William A. Wellman"
61541,"W.S. Van Dyke"
48855,"Lucio Fulci"
53397,"Charlie Chaplin"
28753,"Edward F. Cline"
133063,"Georges Méliès"
291276,"Michael Apted"
71520,"Roger Corman"
122487,"Rainer Werner Fassbinder"
218213,"Lloyd Bacon"
241863,"Takashi Miike"
21038,"John Frankenheimer"
30870,"Lucio Fulci"
85854,"Roger Corman"
24230,"Albert Pyun"
32066,"Julien Duvivier"
109262,"Howard Hawks"
104460,"Georges Méliès"
104462,"Georges Méliès"
52960,"Blake Edwards"
27221,"Werner Herzog"
104466,"Georges Méliès"
104469,"Georges Méliès"
104471,"Georges Méliès"
104473,"Georges Méliès"
104474,"Georges Méliès"
104476,"Georges Méliès"
104477,"Georges Méliès"
104480,"Georges Méliès"
104694,"Georges Méliès"
45763,"Werner Herzog"
172011,"Werner Herzog"
146473,"Werner Herzog"
45764,"Werner Herzog"
128410,"Werner Herzog"
121842,"Werner Herzog"
207441,"Werner Herzog"
127097,"Georges Méliès"
190683,"Georges Méliès"
195954,"Georges Méliès"
49275,"Georges Méliès"
16465,"Georges Méliès"
44449,"Georges Méliès"
127094,"Georges Méliès"
127098,"Georges Méliès"
32673,"Georges Méliès"
147746,"Georges Méliès"
137757,"Georges Méliès"
46661,"Joseph Sargent"
130015,"Georges Méliès"
104696,"Georges Méliès"
104697,"Georges Méliès"
114146,"Georges Méliès"
104700,"Georges Méliès"
104702,"Georges Méliès"
49295,"Georges Méliès"
89606,"Frank Capra"
467731,"Sidney Lumet"
104704,"Georges Méliès"
44330,"Georges Méliès"
49279,"Georges Méliès"
44333,"Georges Méliès"
49277,"Georges Méliès"
49271,"Georges Méliès"
44324,"Georges Méliès"
122036,"Georges Méliès"
49280,"Georges Méliès"
106807,"Georges Méliès"
